ID,BARANGAY,DATE COMMITTED,MONTH COMMITTED,DAY COMMITTED,YEAR COMMITTED,TIME COMMITTED,OFFENSE,VICTIMS Age,VICTIMS Gender,SUSPECTS Age,SUSPECTS Gender,VICTIMS COUNT,SUSPECTS COUNT,VEHICLE KIND,LONGITUDE,LATITUDE,RAINFALL,TMAX,TMIN,WIND_SPEED,WIND_DIRECTION
310,Tulong,3/13/2020,3,13,2020,15:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,57.0,M,40.0,M,1,1,PICK-UP,120.561188,16.0049242,0.0,31.7,25.0,4.0,320.0
311,Santa Lucia,3/18/2020,3,18,2020,18:15:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,47.0,M,47.0,M,2,2,"CAR,TRUCK",120.5566467,15.9642465,0.0,34.5,23.5,3.0,160.0
312,Macalong,4/11/2020,4,11,2020,19:10:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,59.0,M,59.0,M,1,1,MOTORCYCLE,120.6105442,15.9662886,0.0,34.0,27.6,3.0,340.0
313,Poblacion,4/11/2020,4,11,2020,19:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,30.0,M,34.0,M,1,1,"MOTORCYCLE,VAN",120.5624995,15.9805296,0.0,34.0,27.6,3.0,340.0
314,Poblacion,5/7/2020,5,7,2020,11:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,49.0,M,40.0,M,1,1,NOT INDICATED,120.562055,15.9807829,0.0,32.6,27.4,4.0,340.0
315,Anonas,5/20/2020,5,20,2020,19:05:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,39.0,M,48.0,M,1,1,"MOTORCYCLE,MULTICAB",120.575494,15.9979789,0.3,31.8,27.8,3.0,160.0
316,Dilan Paurido,5/27/2020,5,27,2020,12:25:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,9.0,F,43.0,M,1,1,CAR,120.591022,15.981686,-1.0,35.0,26.0,2.0,160.0
317,Nancayasan,6/10/2020,6,10,2020,13:35:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,69.0,M,47.0,M,1,1,CAR,120.5721996,15.9680587,0.0,33.3,26.5,3.0,340.0
318,Bayaoas,6/11/2020,6,11,2020,18:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,29.0,M,41.0,M,1,1,MOTORCYCLE,120.5755458,15.9749106,20.0,32.7,25.0,3.0,180.0
319,San Vicente,6/13/2020,6,13,2020,19:35:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,48.0,F,36.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5697123,15.9918004,4.4,33.3,25.2,3.0,160.0
320,Nancalobasaan,6/15/2020,6,15,2020,10:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,36.0,M,31.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.6150982,16.0109146,-1.0,32.0,26.0,3.0,160.0
321,Nancayasan,6/16/2020,6,16,2020,20:40:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,36.0,M,40.0,M,1,1,MOTORCYCLE,120.5721011,15.9684681,0.0,34.5,26.5,3.0,160.0
322,Cabuloan,6/20/2020,6,20,2020,8:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,71.0,M,30.0,M,1,1,CAR,120.6027977,15.9811744,4.2,32.4,24.0,3.0,160.0
323,Nancayasan,6/20/2020,6,20,2020,23:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,34.0,M,38.0,M,2,2,"TRICYCLE,TRUCK",120.5720239,15.9687956,4.2,32.4,24.0,3.0,160.0
324,Cabuloan,6/22/2020,6,22,2020,20:25:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,38.0,M,38.0,M,2,2,"BICYCLE,MOTORCYCLE",120.6008348,15.9764369,0.0,34.8,27.3,3.0,160.0
325,Nancayasan,6/23/2020,6,23,2020,21:20:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,37.0,M,32.0,M,1,1,"MOTORCYCLE,TRUCK",120.5719467,15.9691308,8.8,34.0,25.0,2.0,160.0
326,Anonas,7/8/2020,7,8,2020,23:05:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,25.0,F,30.0,M,1,1,MOTORCYCLE,120.5751664,15.9977161,11.0,34.3,24.5,3.0,180.0
327,Nancamaliran East,7/9/2020,7,9,2020,11:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,68.0,M,34.0,M,1,1,"TRICYCLE,VAN",120.5600428,15.9741327,0.0,34.5,26.8,3.0,160.0
328,San Vicente,7/10/2020,7,10,2020,20:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,46.0,M,24.0,M,1,1,TRUCK,120.5700397,15.9917288,2.0,34.6,26.2,3.0,180.0
329,Anonas,7/12/2020,7,12,2020,10:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,46.0,M,52.0,M,1,1,CAR,120.5750704,15.9972827,6.2,32.0,26.0,3.0,320.0
330,Poblacion,7/13/2020,7,13,2020,16:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,43.0,M,24.0,M,1,1,"TRICYCLE,WAGON",120.5616158,15.981026,65.0,28.5,24.5,2.0,320.0
331,Nancamaliran East,7/15/2020,7,15,2020,7:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,32.0,M,43.0,M,1,1,"MOTORCYCLE,WAGON",120.5581212,15.9738538,0.6,32.9,23.6,3.0,340.0
332,Nancayasan,7/16/2020,7,16,2020,11:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,,,52.0,M,0,1,TRICYCLE,120.5718935,15.9694046,0.0,34.2,26.8,3.0,160.0
333,Nancayasan,7/17/2020,7,17,2020,10:15:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,60.0,F,39.0,M,1,1,CAR,120.5718482,15.969704,10.8,35.2,25.8,3.0,160.0
334,San Jose,7/19/2020,7,19,2020,19:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,16.0,F,25.0,M,1,1,MOTORCYCLE,120.504297,15.981838,4.2,31.8,25.0,2.0,160.0
335,Anonas,7/20/2020,7,20,2020,19:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,31.0,M,35.0,M,1,1,"MOTORCYCLE,VAN",120.5750137,15.9970554,0.0,33.0,25.0,2.0,90.0
336,Catablan,7/25/2020,7,25,2020,11:05:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,59.0,M,21.0,M,2,1,"MOTORCYCLE,TRICYCLE",120.4995905,15.9803313,5.0,33.5,25.0,3.0,160.0
337,Poblacion,7/25/2020,7,25,2020,18:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,27.0,M,38.0,M,1,1,"MOTORCYCLE,PICK-UP",120.5611873,15.9812435,5.0,33.5,25.0,3.0,160.0
338,Poblacion,7/27/2020,7,27,2020,18:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,19.0,M,19.0,M,2,2,"CAR,VAN",120.5660261,15.9785696,1.6,33.0,25.0,2.0,160.0
339,Bactad East,7/29/2020,7,29,2020,9:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,59.0,M,24.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.6236745,15.982665,3.6,33.5,25.7,2.0,160.0
340,San Vicente,7/29/2020,7,29,2020,16:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,37.0,M,61.0,M,1,1,"MULTICAB,TRUCK",120.5703431,15.9916623,3.6,33.5,25.7,2.0,160.0
341,San Vicente,7/29/2020,7,29,2020,22:15:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,59.0,M,46.0,M,1,1,"CAR,TRUCK",120.5706652,15.9915932,3.6,33.5,25.7,2.0,160.0
342,Nancayasan,7/31/2020,7,29,2020,10:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,39.0,M,33.0,M,2,1,"TRICYCLE,WAGON",120.5726813,15.9639465,3.6,33.5,25.7,2.0,160.0
343,Dilan Paurido,8/6/2020,8,31,2020,16:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,4.0,F,17.0,M,1,1,MOTORCYCLE,120.5895577,15.9862866,1.8,35.1,25.0,2.0,160.0
344,Nancayasan,8/6/2020,8,6,2020,16:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,34.0,M,46.0,M,1,1,"CAR,MOTORCYCLE",120.5722635,15.9638083,1.8,35.1,25.0,2.0,160.0
345,Nancayasan,8/10/2020,8,10,2020,16:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,27.0,M,28.0,M,1,1,"PICK-UP,VAN",120.5718349,15.9636983,15.2,28.5,25.0,3.0,160.0
346,San Vicente,8/10/2020,8,10,2020,12:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,41.0,F,26.0,M,1,1,"CAR,TRICYCLE",120.5709819,15.9915471,15.2,28.5,25.0,3.0,160.0
347,Nancayasan,8/12/2020,8,12,2020,11:40:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,55.0,M,25.0,M,2,1,TRUCK,120.5712733,15.9635409,0.0,32.5,25.5,3.0,180.0
348,Santo Domingo,8/12/2020,8,12,2020,20:25:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,50.0,M,50.0,M,2,2,MOTORCYCLE,120.5571138,15.9620996,0.0,32.5,25.5,3.0,180.0
349,Camantiles,8/14/2020,8,14,2020,18:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,36.0,M,38.0,M,1,1,"TRICYCLE,TRUCK",120.5421737,15.9925514,61.7,31.4,24.8,3.0,340.0
350,Nancamaliran East,8/14/2020,8,14,2020,11:55:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,54.0,M,65.0,M,1,1,"VAN,WAGON",120.5602345,15.9742811,61.7,31.4,24.8,3.0,340.0
351,Cayambanan,8/16/2020,8,16,2020,19:10:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,45.0,M,24.0,M,2,1,"BICYCLE,MOTORCYCLE",120.5791969,16.011251,20.7,29.6,24.2,2.0,160.0
352,Poblacion,8/16/2020,8,16,2020,10:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,51.0,F,51.0,F,2,2,"CAR,MOTORCYCLE",120.5660261,15.9782267,20.7,29.6,24.2,2.0,160.0
353,Poblacion,8/18/2020,8,18,2020,13:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,57.0,F,52.0,M,2,1,"CAR,TRICYCLE",120.5660101,15.9778225,1.0,32.5,25.3,2.0,180.0
354,Nancayasan,8/20/2020,8,20,2020,13:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,24.0,F,43.0,M,1,1,"CAR,TRICYCLE",120.5707304,15.9633963,1.4,30.2,25.0,2.0,180.0
355,Nancayasan,8/24/2020,8,24,2020,12:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,58.0,M,42.0,M,2,1,"TRICYCLE,TRUCK,WAGON",120.5702486,15.9632709,0.0,33.5,26.7,2.0,160.0
356,Pinmaludpod,8/24/2020,8,24,2020,10:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,59.0,M,37.0,M,1,1,"TRICYCLE,VAN",120.5197599,15.9812972,0.0,33.5,26.7,2.0,160.0
357,San Vicente,8/25/2020,8,25,2020,12:05:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,49.0,M,49.0,M,2,2,"CAR,TRUCK",120.5712214,15.991496,0.0,33.0,26.3,3.0,320.0
358,Nancayasan,8/26/2020,8,26,2020,14:25:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,24.0,M,24.0,M,1,1,"CAR,TRUCK",120.5697775,15.9631507,9.4,32.0,25.8,2.0,180.0
359,Nancayasan,8/28/2020,8,28,2020,22:15:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,27.0,M,23.0,M,2,1,"CAR,PICK-UP",120.5692798,15.9630406,0.0,33.5,27.0,3.0,320.0
360,Santo Domingo,9/2/2020,9,2,2020,19:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,31.0,M,27.0,M,1,1,"CAR,MOTORCYCLE",120.5572335,15.9616083,6.6,32.0,26.5,2.0,360.0
361,Nancayasan,9/3/2020,9,3,2020,12:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,67.0,M,69.0,M,1,1,CAR,120.5687156,15.9628897,37.6,33.0,25.2,3.0,320.0
362,Dr. Pedro T. Orata (Bactad Proper),9/4/2020,9,4,2020,18:45:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,23.0,M,45.0,M,1,1,"MOTORCYCLE,TRUCK",120.6164103,15.9779146,-1.0,31.5,28.0,5.0,320.0
363,Poblacion,9/7/2020,9,7,2020,10:05:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,42.0,M,59.0,M,1,1,"PICK-UP,VAN",120.5660048,15.977431,24.8,32.7,25.1,4.0,160.0
364,San Vicente,9/9/2020,9,9,2020,10:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,54.0,M,31.0,M,1,1,CAR,120.5714956,15.9914422,0.0,34.0,25.0,2.0,180.0
365,San Vicente,9/11/2020,9,11,2020,11:15:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,37.0,F,29.0,M,1,1,"BUS,PICK-UP",120.5717804,15.9913629,0.0,33.7,26.0,3.0,340.0
366,Anonas,9/16/2020,9,16,2020,23:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,32.0,M,35.0,M,1,1,"MOTORCYCLE,VAN",120.5749349,15.9966245,0.0,30.5,25.5,4.0,160.0
367,Bayaoas,9/16/2020,9,16,2020,19:11:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,29.0,M,32.0,M,1,1,"CAR,MOTORCYCLE",120.5767915,15.9750411,0.0,30.5,25.5,4.0,160.0
368,Nancayasan,9/18/2020,9,18,2020,21:17:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,,,28.0,M,0,1,MOTORCYCLE,120.5680901,15.9627284,1.0,34.3,25.7,3.0,160.0
369,Catablan,9/19/2020,9,19,2020,16:05:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,58.0,M,41.0,M,2,1,"CAR,MOTORCYCLE",120.4987894,15.9800575,4.0,32.0,25.0,3.0,160.0
370,Nancamaliran East,9/19/2020,9,19,2020,16:05:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,71.0,M,35.0,M,2,1,"CAR,MOTORCYCLE",120.5602983,15.9746956,4.0,32.0,25.0,3.0,160.0
371,Camantiles,9/25/2020,9,25,2020,22:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,53.0,M,30.0,M,1,1,"CAR,MOTORCYCLE",120.5244237,16.0018055,155.0,33.6,25.6,2.0,160.0
372,Nancayasan,9/25/2020,9,25,2020,14:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,42.0,M,33.0,M,2,1,"CAR,TRICYCLE,VAN",120.5675285,15.9625979,155.0,33.6,25.6,2.0,160.0
373,Cayambanan,9/28/2020,9,28,2020,21:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,4.0,M,38.0,M,1,1,TRICYCLE,120.5771102,16.013881,1.0,32.2,25.9,4.0,340.0
374,Catablan,9/29/2020,9,29,2020,23:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,31.0,M,42.0,M,1,1,"FIRETRUCK,TRUCK",120.4974959,15.9796225,11.6,31.8,26.3,4.0,320.0
375,Nancamaliran East,9/29/2020,9,29,2020,17:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,39.0,M,32.0,M,1,1,"CAR,VAN",120.5613417,15.975279,11.6,31.8,26.3,4.0,320.0
376,San Vicente,10/4/2020,10,4,2020,18:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,37.0,M,41.0,M,1,1,"VAN,WAGON",120.5720598,15.9912964,1.2,33.7,26.5,3.0,340.0
377,Nancamaliran East,10/7/2020,10,7,2020,9:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,46.0,M,24.0,M,1,1,"MOTORCYCLE,TRUCK",120.5608466,15.9752048,0.0,31.3,25.2,2.0,340.0
378,Nancamaliran East,10/7/2020,10,7,2020,16:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,19.0,M,46.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5602371,15.975105,0.0,31.3,25.2,2.0,340.0
379,Nancamaliran East,10/10/2020,10,10,2020,19:35:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,32.0,M,39.0,M,1,1,MOTORCYCLE,120.5593708,15.9749989,21.4,32.0,26.2,3.0,320.0
380,Pinmaludpod,10/11/2020,10,11,2020,11:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,30.0,M,32.0,M,1,1,MOTORCYCLE,120.5194113,16.0024106,35.8,28.5,24.5,3.0,160.0
381,San Vicente,10/11/2020,10,11,2020,20:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,17.0,M,26.0,M,2,1,"BICYCLE,MOTORCYCLE",120.5724005,15.9912375,35.8,28.5,24.5,3.0,160.0
382,San Vicente,10/12/2020,10,12,2020,18:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,65.0,F,66.0,M,1,1,VAN,120.5726826,15.9911864,1.6,29.5,25.2,2.0,160.0
383,Nancayasan,10/13/2020,10,13,2020,9:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,37.0,M,40.0,M,1,1,"MOTORCYCLE,TRUCK",120.5670494,15.9624777,2.7,30.2,24.5,2.0,180.0
384,Santo Domingo,10/13/2020,10,13,2020,18:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,26.0,M,23.0,M,1,1,"CAR,TRICYCLE",120.5572974,15.9614087,2.7,30.2,24.5,2.0,180.0
385,Nancamaliran East,10/17/2020,10,17,2020,16:15:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,45.0,M,45.0,M,2,2,"CAR,TRUCK",120.5588824,15.9749541,15.3,31.0,24.8,2.0,160.0
386,Nancamaliran East,10/20/2020,10,20,2020,23:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,30.0,M,47.0,M,5,1,"TRICYCLE,WAGON",120.5581212,15.9748978,56.3,29.0,24.3,3.0,160.0
387,San Jose,10/21/2020,10,21,2020,20:55:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,48.0,M,24.0,M,1,1,MOTORCYCLE,120.5024071,15.9812691,20.8,28.6,25.2,5.0,160.0
388,Nancayasan,10/28/2020,10,28,2020,22:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,,,38.0,M,0,1,CAR,120.5666555,15.9623753,9.0,33.2,24.0,3.0,160.0
389,Santo Domingo,10/30/2020,10,30,2020,18:40:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,50.0,M,50.0,M,1,1,MOTORCYCLE,120.5574145,15.9608866,0.0,31.2,25.0,3.0,320.0
390,Poblacion,11/6/2020,11,6,2020,20:40:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,32.0,F,23.0,M,3,1,"CAR,TRICYCLE,VAN",120.5660181,15.9770574,0.0,32.1,25.4,3.0,340.0
391,Santo Domingo,11/7/2020,11,7,2020,22:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,21.0,M,29.0,M,1,1,MOTORCYCLE,120.5602717,15.9608866,1.6,29.7,27.3,3.0,340.0
392,Nancamaliran East,11/10/2020,11,10,2020,23:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,30.0,M,30.0,M,2,2,"MOTORCYCLE,VAN",120.557368,15.974844,0.2,31.7,25.2,2.0,180.0
393,Catablan,11/12/2020,11,12,2020,20:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,25.0,M,25.0,M,2,2,MOTORCYCLE,120.4967027,15.980252,5.8,27.8,25.2,6.0,160.0
394,Santa Lucia,11/14/2020,11,14,2020,22:20:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,36.0,F,31.0,M,9,1,"CAR,VAN",120.5564816,15.9650807,0.0,32.5,25.3,3.0,340.0
395,San Vicente,11/21/2020,11,21,2020,21:48:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,28.0,F,37.0,M,1,1,"MOTORCYCLE,VAN",120.5729249,15.9911531,0.0,32.0,24.0,2.0,160.0
396,San Vicente,11/30/2020,11,30,2020,12:35:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,21.0,M,21.0,M,2,2,CAR,120.5731644,15.9910994,0.0,31.0,22.5,3.0,360.0
397,Poblacion,12/19/2020,12,19,2020,20:15:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,54.0,M,33.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.566042,15.9765943,9.3,25.4,23.0,2.0,160.0
398,Nancayasan,12/22/2020,12,22,2020,16:15:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,23.0,M,23.0,M,1,1,"CAR,MOTORCYCLE",120.5662297,15.9622525,0.0,31.0,24.8,2.0,160.0
399,Nancayasan,12/29/2020,12,29,2020,5:55:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,40.0,M,47.0,M,1,1,"PICK-UP,TRUCK",120.5718882,15.9682557,0.0,30.5,25.8,4.0,320.0
400,Nancamaliran East,12/31/2020,12,31,2020,11:00:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,57.0,M,28.0,M,2,1,MOTORCYCLE,120.5562048,15.9747571,0.0,31.8,22.7,3.0,160.0
401,Nancamaliran East,12/31/2020,12,31,2020,11:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,57.0,M,28.0,M,2,1,MOTORCYCLE,120.5561822,15.9762706,0.0,31.8,22.7,3.0,160.0
402,Pinmaludpod,1/6/2021,1,6,2021,9:05:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,24.0,M,43.0,M,1,1,"MOTORCYCLE,TRUCK",120.520601,15.9814559,0.0,31.5,23.7,2.0,160.0
403,Nancayasan,1/7/2021,1,7,2021,4:15:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,63.0,M,33.0,M,1,1,"BICYCLE,CAR",120.5715528,15.9682659,0.0,30.2,23.7,2.0,160.0
404,Pinmaludpod,1/7/2021,1,7,2021,10:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,24.0,M,24.0,M,2,2,MOTORCYCLE,120.5206356,16.0027304,0.0,30.2,23.7,2.0,160.0
405,San Jose,1/7/2021,1,7,2021,5:40:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,22.0,M,22.0,M,2,2,MOTORCYCLE,120.5060428,15.9825446,0.0,30.2,23.7,2.0,160.0
406,Nancamaliran East,1/10/2021,1,10,2021,6:45:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,68.0,M,30.0,M,1,1,MOTORCYCLE,120.556664,15.9765137,0.0,31.0,21.0,2.0,180.0
407,Santa Lucia,1/12/2021,1,12,2021,4:55:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,33.0,M,41.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5563379,15.9656642,0.0,27.7,21.3,3.0,360.0
408,Pinmaludpod,1/17/2021,1,17,2021,8:05:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,25.0,M,25.0,M,2,2,"CAR,MOTORCYCLE",120.5213981,15.9816196,-1.0,29.1,24.8,2.0,340.0
409,Bayaoas,1/19/2021,1,19,2021,5:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,34.0,M,34.0,M,2,2,"MOTORCYCLE,TRICYCLE",120.5816222,15.9774182,0.0,32.3,23.8,2.0,180.0
410,Nancamaliran East,1/21/2021,1,21,2021,6:05:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,25.0,F,49.0,M,1,1,"MOTORCYCLE,PICK-UP",120.5571191,15.9767388,1.6,30.5,25.0,2.0,180.0
411,Nancayasan,1/22/2021,1,22,2021,5:15:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,20.0,M,21.0,M,1,1,"MOTORCYCLE,WAGON",120.5712175,15.9682634,83.0,31.7,25.0,3.0,180.0
412,Tulong,1/22/2021,1,22,2021,6:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,35.0,F,29.0,M,2,1,"MOTORCYCLE,TRUCK",120.5587047,16.0041439,83.0,31.7,25.0,3.0,180.0
413,Dilan Paurido,1/30/2021,1,30,2021,3:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,,,37.0,M,0,1,PICK-UP,120.588147,15.99037,0.0,30.2,20.7,3.0,180.0
